augmentation_method,idx,Gloss level Korean Sign Language (GKSL) sentence,Word level Korean Language (WKL) sentence
BR,924,나 집 소 오늘 아침 먹다,우리 집 소가 오늘 아침 송아지를 먹았다
BR,925,마음 힘들다 마음 편하다,마음은 힘들지만 마음을 편하다
BR,926,모두 전기 몸 자극 ,모두가 감전 사고를 당했어요.
BR,927,도망 전 도착 내리다,도망 못가서 내려주세요.
BR,928,발 방송 발바닥,방송을 접질렀어요.
BR,929,아빠 딸 미국 보내다 위하여 연구 열심히,아버지는 딸을 미국으로 유학 보내기 위해 열심히 연구했다
BR,930,기름 병 뜨겁다 머리 진통,기름에 열이 많이 나고 두통이 심해요.
BR,931,다르다 사람 따르다 속다,남의 말을 따르다가 뒤통수를 맞았다
BR,932,산 거미 물다,산에서 거미에게 물렸어요.
BR,933,사랑 무엇 곳,사랑이 어디에 있나요?
BR,934,강남 쓰다 목적 지하철 갈아타다 몇호,강남역으로 쓰려면 몇호선으로 갈아타야 하나요?
BR,935,중국  먹다  여기  곳,중식집이 여기에 있습니까?
BR,936,돈  바꾸다1  여기  곳,환전은 여기서 하나요?
BR,937,키 작다 몸 세다,키는 작아도 몸은 세다
BR,938,여자 여자 운전 방법 가르치다 주다,여자는 여자에게 운전을 가르쳤다
BR,939,부탁 확인 맞다,부탁 해드릴까요?
BR,940,자유 잃어버리다 실종,자유를 잃어버리셨나요?
BR,941,버스 전 저기 곳,버스정류장 못가서 내려주세요.
BR,942,이익 손해 되다,이해도 됩니다.
BR,943,서울역 나가다 목적 지하철 갈아타다 몇호,서울역으로 나가려면 몇호선으로 갈아타야 하나요?
BR,944,아기  젖병  여기,유아 수유실은 여기에 있습니까?
BR,945,내용 너무 힘들다,내용이 너무 힘들다
BR,946,여자 보기 밖 없다 혼자 자녀 3 키우다,그녀는 예외없이 혼자 세 자녀를 키워냈다
BR,947,선배 잔소리 듣다 짜증,선배한테 잔소리를 들었더니 짜증나
BR,948,감사 마음 전하다 위하다 준비 쓰다,고마운 마음을 담아 준비를 준비했다
BR,949,뒤 목적 가다,뒤로 가주세요.
BR,950,주인공  어디,주인공은 어디에 있습니까?
BR,951,내 나 피 귀잡다 같다,내랑 나는 혈액형이 똑같다
BR,952,거짓 죽다 다니다 -면 위험 빨리 오다,가사 늦게 다니면 위험하니 일찍 들어와
BR,953,대 저기 곳,대 단지 안으로 가주세요.
BR,954,개 굴 지키다 유명하다,개는 굴을 잘 지키는 동물로 알려져 있다
BR,955,탑 차내리다 오케이,탑에서 내려드릴까요?
BR,956,버스  어느 시간,시내버스 승강장은 언제에 있습니까?
BR,957,남편 벌 달다 마시다 때문에 고생,남편이 꿀을 마시기 때문에 힘들다
BR,958,걱정 필요 같다,걱정할 필요가 있을것 같아
BR,959,얼마 전 도착 차내리다,얼마 못가서 내려주세요.
BR,960,음악,음악은 어디서 하나요?
BR,961,죽다 동기 보류 자연 미루다,사인이 보류되어 미루게 되었다
BR,962,저기 곁 안에 사람 있다,저곁에 사람이 있어
BR,963,용기 없다 실종,용기를 잃어버렸습니다.
BR,964,용산역 집중 되다,용산역에 집중할 수 있나요?
BR,965,수영 장소 바다 가깝다 깨끗하다 아니다,수영장 해변이 깨끗하지 않아
BR,966,대답 확인 맞다,대답 해드릴까요?
BR,967,말 부족,말이 부족해
BR,968,정상,정상 결제 되나요?
BR,969,약  여기,약국은 여기에 있습니까?
BR,970,나 집 집,우리 집에 집이 났어요.
BR,971,캐리어  무게  어디  일,캐리어 무게를 재는 일은 어디인가요?
BR,972,먹다 밥 그릇 속에 담긴 밥을 나타내는 동작 먹다 가다,밥나고 밥 먹으러 가자
BR,973,자동  문열다  화  싶다  신고  어디  곳,자동화신고를 하려고 하는데 어디서 하나요?
BR,974,주변 방 붕괴,근처에 있는 방이 붕괴되고 있어요.
BR,975,T 승용차 곳 다음 여기,택시정류장 지나서 내려주세요.
BR,976,여자 남편 없다 혼자 글자 3 키우다,그녀는 남편없이 혼자 세 글자를 키워냈다
BR,977,생각을 나타내는 동작 통하다 전 차내리다,동의대학교 못가서 내려주세요.
BR,978,일 곳 잃어버리다,일자리를 잃어버렸습니다.
BR,979,나 너 대신 불가능,난 너를 대신할 수 없어
BR,980,대 찾다 어렵다,대찾기가 어렵다
BR,981,감사 잘 가다 오다,어머나 고마워요 잘 다녀오겠습니다
BR,982,안면 고장 잘 안되다,안면 인식이 안되네요.
BR,983,자동  문열다  다시 재활  싶다  신고  어디,자동재생신고를 하려고 하는데 어디서 하나요?
BR,984,카드 잃어버리다 실종,카드를 분실하였습니다.
BR,985,미용 알다 중에,미용을 알고 있어
BR,986,피 흐르다 고장 흐르다,피가 새고 있는 것 같아요.
BR,987,얼굴 뿔 나다,얼굴에 뿔이 났다
BR,988,맞다 답 무엇 곳,정답은 어디에 있나요?
BR,989,택시 기본 돈 돈,기본 요금은 돈인가요?
BR,990,보물 길,보물은 어디에 있나요?
BR,991,집 열,집에 열이 났어요.
BR,992,친구 놀다 어른 되다,친구들과 놀다보니 어느새 어른이 다 되었다
BR,993,남자 알다 싫다,그 남자를 알기 싫어
BR,994,가방  짐들다  제한  최고  가능  몇,위탁 수하물의 제한 한도는 몇 Kg인가요?
BR,995,나 세상 행복 살다,우리 세상은 행복하게 살고 있다
BR,996,나무 이용 만들다 집 잡동사니 풀 많다,나무로 만든 집은 잡초가 많다
BR,997,친구 실종 찾다 도움받다 가능,친구를 잃어버렸습니다. 도와주실 수 있으세요?
BR,998,새벽 싸움 경찰 부르다 부탁,새벽에 싸움이 났어요. 경찰을 불러주세요.
BR,999,상황 사용 불가능 고장,상황 인식이 안되네요.
BR,1000,언니 생일 맞추다,언니의 생일을 맞추었다
BR,1001,지하철 문 구름 이어폰 떨어지다,지하철 구름 사이로 이어폰이 떨어졌습니다.
BR,1002,아내 콩 간 병 쓰러지다,아내가 신장병에 있는데 쓰러지셨어요.
BR,1003,시간 다니다 -면 위험 빨리 오다,시간 늦게 다니면 위험하니 일찍 들어와
BR,1004,시험 방해 기쁘다 불면증,시험에 방해된 것이 기뻐서 잠이 오지 않는다
BR,1005,T 승용차 곳 내리다 맞다,택시정류장에서 내려드릴까요?
BR,1006,남자 여자 자신 방법 가르치다 주다,남자는 여자에게 자신을 가르쳤다
BR,1007,시내 버스 곳 다음 차내리다,시내버스정류장 지나서 내려드릴까요?
BR,1008,젊다 꼬마 여자 길 무엇,소녀는 어디에 있나요?
BR,1009,조금 부상 곳 가다,경상대학교로 갈까요?
BR,1010,버스 전 저기 곳 도착 차내리다,버스정류장 못가서 내려주세요.
BR,1011,기름 차 트렁크열다 나르다,트렁크에 기름을 넣을까요?
BR,1012,대기 안내하다 도움받다,대기 타는 것 좀 도와주세요.
BR,1013,목적 장소 찾다 가다 방법 무엇,목적지로 가려면 어떻게 가나요?
BR,1014,생각 해보다 차내리다,고려대학교로 가주세요.
BR,1015,링크 저기,링크로 들어가주세요.
BR,1016,저 대전 살다 -중,저는 대전에 살고 있어
BR,1017,딸 유치원 보다 -중,딸이 유치원을 보고 있어
BR,1018,여자 만나다 싫다,그 여자를 만나기 싫어
BR,1019,사랑 곳곳,사랑은 어디에 있나요?
BR,1020,사랑 무엇 곳,사랑은 어디에 있나요?
BR,1021,딸 집 다니다 -중,딸이 집을 다니고 있어
BR,1022,집 일,집에 일이 났어요.
BR,1023,서울역 들어오다 목적 지하철 갈아타다 몇호,서울역으로 들어오려면 몇호선으로 갈아타야 하나요?
BR,1024,쌀 이용 떡 얻다 먹다 끝,쌀로 떡을 얻어 먹었다
BR,1025,종이 이용 꽃 심다,종이로 꽃을 심다
BR,1026,언니 물 울다 잊다,언니의 눈물을 잊었다
BR,1027,따뜻하다 산 곳 맞다,남산정류장에서 내려주세요.
BR,1028,조금 저기 곳 다음 내리다,조금 지나서 내려주세요.
BR,1029,나 집 가다 때 택시 보다 괜찮다,저는 집에 갈때 택시를 보면 돼요
BR,1030,물 다음 도착 차내리다,물 지나서 내려드릴까요?
BR,1031,중요 하다 하지마,중요하니깐 하지마
BR,1032,북 부 곳 내리다 맞다,북부정류장에서 내려드릴까요?
BR,1033,볼펜 보다 중에,볼펜을 보고 있어
BR,1034,표  직접  누르다  곳  기 들어 올리는 것을 나타내는 동작,셀프체크인은 거기서 가능한가요?
BR,1035,배 고장 발 밟다 발바닥 상처,배가 깨져서 발을 다쳤어요.
BR,1036,밖 춥다 울다 하지마 집 계시다,밖은 추우니 울지 말고 집에 있어
BR,1037,선생님 선생 뜨겁다 마음 가르치다 열심히,선생님이 선생에게 열정으로 가르치고 있다
BR,1038,학교 찾다 가다 방법 무엇,학교로 가려면 어떻게 가나요?
BR,1039,세금  공짜  인터넷  신고  받아오다  곳  기 들어 올리는 것을 나타내는 동작,면세품 인도장은 거기에 있습니까?
BR,1040,삼촌 책 필요 동생 시키다 책 장소 보내다,삼촌은 책을 사오라고 동생을 서점에 보냈다
BR,1041,목 아프다,목이 아프다
BR,1042,도시 가운데 전 곳 저기 도착 내리다,시내정류장 못가서 내려주세요.
BR,1043,바람 다음 차내리다,바람 지나서 내려드릴까요?
BR,1044,나무 이용 만들다 집 여러 가지 벌레 많다,나무로 만든 건물은 벌레가 많다
BR,1045,맞다 답 무엇,정답은 어디에 있나요?
BR,1046,나 십자가 집 가다 때 택시 타다 괜찮다,저는 교회에 갈때 택시를 타면 돼요
BR,1047,주인공 대학 보내다,주인공을 대학에 보내다
BR,1048,심장 없다 실종,심장을 분실하셨나요?
BR,1049,인사 맞다,인사 해드릴까요?
BR,1050,제한  지각  방법,제한시간을 놓쳤습니다. 어떻게 해야 하나요?
BR,1051,목 말 사용 잘 안되다,발음이 안되나요?
BR,1052,재능 있다,재능이 있으세요?
BR,1053,항공  쉬다  서비스  곳  여기,항공사 라운지는 여기에 있습니까?
BR,1054,길 저기 다음 도착 차내리다,길 지나서 내려드릴까요?
BR,1055,아기  공기  빌리다  곳,공기 대여소가 어디에 있습니까?
BR,1056,대답 없다,대답은 없으세요?
BR,1057,정보 있다,정보가 있습니다.
BR,1058,역사  곳,역사 승강장은 어디에 있습니까?
BR,1059,아빠 방학 때 매일 시골 보내다,아빠는 방학이면 매일을 시골에 보냈다
BR,1060,수화  응답  필요  신청  방법,수화응답을 요청하고 싶습니다.
BR,1061,젊다 꼬마 여자 곳 길,소녀는 어디에 있나요?
BR,1062,짜장 찾다 가다,짜장면 찾으러 갈래
BR,1063,검정 기체 고장 흐르다,연기가 새고 있어요.
BR,1064,영어 저기 곳,영어로 들어가주세요.
BR,1065,목적 장소 곳 가다 길 무엇,목적지로 가려면 어떻게 가나요?
BR,1066,자기 몸 자연히 곳 다음 여기,혼자서 지나서 내려주세요.
BR,1067,남동생 돈 가지다 학교 장소 가다,남동생이 돈을 가지고 학교에 갔다
BR,1068,밤 다음 여기,밤 지나서 내려주세요.
BR,1069,하다,네. 하겠습니다.
BR,1070,코 차 잃어버리다 실종,커피를 분실하셨나요?
BR,1071,수영 장소 세상 깨끗하다 아니다,수영장 세상이 깨끗하지 않아
BR,1072,개 자연 지키다 유명하다,개는 자연을 잘 지키는 동물로 알려져 있다
BR,1073,가방  맡기다  수  한계  몇,위탁 수하물의 수 한도는 몇 Kg인가요?
BR,1074,남자 버리다 싫다,그 남자를 버리기 싫어
BR,1075,배우다 목적 병원 가다,배우기 위해 병원에 갔다
BR,1076,차  빌리다  일,렌트카를 빌리는 일은 어디에 있습니까?
BR,1077,옷  포장  어디,옷을 포장해서 붙이고 싶은데 어디서 하나요?
BR,1078,컴퓨터 실종,컴퓨터를 분실하였습니다.
BR,1079,택시 대체 돈 얼마,대체 요금은 얼마인가요?
BR,1080,계 1회,1회용 계입니다.
BR,1081,중앙 전 저기 차내리다,중앙정류장 못가서 내려주세요.
BR,1082,몸 저기 가다,몸 안으로 들어갈까요?
BR,1083,집 여러 가지 -안에 사람 없다,건물안에는 아무도 없다
BR,1084,생각을 나타내는 동작 가볍다 끝 일 오늘 시작,경솔했던 일을 실천했다
BR,1085,의미 찾다 실종,의미를 잃어버렸습니다.
BR,1086,어느 곳 기차 되다,어디서 기차를  탈 수 있나요?
BR,1087,수류탄 여러 가지 사라지다 실종,무기를 분실하였습니다.
BR,1088,멀다 오다 벌써 살다,먼 길을 왔는데 그렇게 빨리 살려고?
BR,1089,인간 술 마시다 때문에 고생,인간이 술을 마시기 때문에 힘들다
BR,1090,젊다 꼬마 남자 돌보다,소년을 돌보다
BR,1091,누나 동생 밤 시키다 시장 보내다,누나가 동생을 시장에 밤을 보냈다
BR,1092,미용 돕다 중에,미용을 돕고 있어
BR,1093,천지 모두 도착 가다,우주로 가주세요.
BR,1094,아버지 아기 낳다 4,아버지가 아이 넷을 낳았다
BR,1095,가방  짐들다  대출  최고  가능  몇,위탁 수하물의 대출 한도는 몇 Kg인가요?
BR,1096,매일 보다,매일 보다
BR,1097,편의점  여기,편의점은 여기에 있습니까?
BR,1098,꿈 뼈곳,꿈은 어디에 있나요?
BR,1099,소  돼지  키우다  검사  이야기  곳  어디,축산관계자 이야기는 어디서 하나요?
BR,1100,귀 단말기터치 다시,귀를 다시 대세요.
BR,1101,아래 보다,아래를 보다
BR,1102,아기 크다 굴 갇히다,아이가 동굴에 갇혔어요.
BR,1103,촬영 끝 친구 헤어지다 섭섭,촬영이 끝나고 친구들과 헤어지고 섭섭하다
BR,1104,태어나다 남자 책 필요 동생 시키다 책 장소 보내다,아들은 책을 사오라고 동생을 서점에 보냈다
BR,1105,근무 시간 저녁 9시 정도,근무시간은 오후 9시가 되겠습니다
BR,1106,차  빌리다  그 곳,렌트카를 빌리는 곳은 그곳에 있습니까?
BR,1107,사람 사람 기쁘다 나 만나다,사람들 나를 기쁘게 맞아 주었다
BR,1108,부탁본인 사람 있다 나 먼저 가다,부탁한 사람이 있어서 먼저 갈게
BR,1109,어머니 장난감 먹다 삼키다,어머니가 장난감을 삼켰어요.
BR,1110,기차 추락,기차가 추락하고 있어요.
BR,1111,쥐 길 배우다 중에,지름길을 배우고 있어
BR,1112,어디 연기 생각 느끼다,어디선가 연기가 나요. 생각이 나고 있는 것 같아요.
BR,1113,버튼 찾다 실종,버튼을 분실하였습니다.
BR,1114,사랑 길 무엇,사랑은 어디에 있나요?
BR,1115,어제 -보다 계절 덥다 춥다 아니다,어제보다 여름이 춥지 않다
BR,1116,공장 여러 가지 저기 곳,산업 단지 안으로 가주세요.
