Headword,POS,Same_Sign_Words,Additional_Info,Homonym_Info
막중하다,Adjective,귀중하다 | 중요 | 소중하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
막히다,Verb,막다 | 먹다,,
만,Dependent Noun,,,
만나다,Verb,,,
만두,Noun,,,
만들다,Verb,짓다 | 공작 | 작성 | 제작 | 제조 | 가공,,
만약,Adverb,가령,,
만연,Noun,퍼지다 | 분산 | 유포 | 해산 | 해체 | 번지다 | 옮다 | 흩어지다,,
만원,Adjective,복잡하다 | 혼잡 | 붐비다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
만인,Noun,,,
만점,Noun,,,
만족,Noun,여유 | 자신 | 충족 | 넉넉하다 | 늠름하다 | 당당하다 | 떳떳하다 | 충분하다 | 푸짐하다 | 풍부하다 | 듬뿍 | 실컷,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
만큼,Dependent Noun,어치 | 정도 | -쯤,,
만화,Noun,,,
만화가,Noun,,,
만화책,Noun,,,
많다,Adjective,허다하다 | 매우 많다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
많다,Adjective,흔하다,,동음이의어 있음
맏딸,Noun,장녀 | 큰딸,,
맏며느리,Noun,,,
맏아들,Noun,장남,,
말,Noun,말하다 | 언어,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
말 다했어?,Exclamation,똑같다 | 똑 닮다 | 같다 | 다하다 | 더 없다 | 마치다 | 동일하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
말끔하다,Adjective,결백 | 깔끔하다 | 깨끗하다 | 산뜻하다 | 소박하다 | 순결 | 순수 | 정결 | 청결,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
말다,Verb,그만 | 금지 | 그만두다 | 금하다 | 하지 마,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
말다툼,Noun,언쟁 | 말싸움 | 설전 | 입씨름,,
말랑거리다,Adjective,부드럽다 | 스펀지 | 말랑하다 | 무르다 | 물렁하다 | 보드랍다 | 유연하다 | 물렁물렁 | 말랑대다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
말랑대다,Adjective,부드럽다 | 스펀지 | 말랑하다 | 무르다 | 물렁하다 | 보드랍다 | 유연하다 | 물렁물렁 | 말랑거리다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
말랑하다,Adjective,부드럽다 | 스펀지 | 무르다 | 물렁하다 | 보드랍다 | 유연하다 | 물렁물렁 | 말랑거리다 | 말랑대다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
말레이시아,Noun,,,
말리다,Verb,,,
말미암다,Verb,때문 | 바람 | 탓 | 인하다 | -니까,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
말실수,Noun,실언 | 실구 | 실어,,
말싸움,Noun,말다툼 | 언쟁 | 설전 | 입씨름,,
말썽,Noun,,,
말씀,Noun,,,
말없다,Adjective,묵묵하다 | 침묵 | 함구,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
말을 바꾸다,Verb,,,
말하다,Verb,말 | 언어,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
맛,Noun,맛있다 | 맛나다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
맛나다,Adjective,맛있다 | 맛,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
맛없다,Adjective,,,
맛있다,Adjective,맛나다 | 맛,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
망각,Noun,잊다 | 잊어버리다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
망설이다,Verb,주저 | 머무적거리다 | 머뭇거리다 | 서슴다,,
망신,Noun,체면을 구기다,,
망치,Noun,,,
망치다,Verb,망하다 | 도산 | 파산,,
망하다,Verb,멸망 | 붕괴 | 쇠망 | 무너지다 | 부서지다 | 허물어지다 | 헐다 | 도산 | 파산 | 망치다,,
맞다,Verb,사실 | 정말 | 진짜 | 참 | 정말로,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
맞다,Verb,딱,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
맞돈,Noun,현금 | 현찰 | 지폐,,
맞바꾸다,Verb,교환 | 바꾸다,,동음이의어 있음
맞바꾸다,Verb,교환하다 | 바꾸다,,동음이의어 있음
맞벌이,Noun,,,
맞선,Noun,,,
맞수,Noun,라이벌,,
맞지 않다,Adjective,어울리지 않다 | 적합하지 않다 | 조화롭지 않다,,
맞추다,Verb,,양복을,동음이의어 있음
맞추다,Verb,뽀뽀 | 입맞춤 | 키스,,동음이의어 있음
맞추다¹,Verb,대응,,
맡기다,Verb,소장 | 놓다 | 놓아두다 | 두다,,동음이의어 있음
맡기다,Verb,임명,,동음이의어 있음
맡다,Verb,감당 | 사명 | 책임 | 담당 | 소임 | 역임 | 책임지다,,
매,Noun,,,
매각,Noun,판매 | 매출 | 팔다,,
매개,Noun,통역 | 변호 | 소개,,
매끄럽다,Adjective,기름 | 숙달 | 원활 | 능숙하다 | 미끄럽다 | 순조롭다 | 자주 | 빈번히 | 낯익다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
매니큐어,Noun,,,
매듭,Noun,묶다,,
매력,Noun,매혹,,
매미,Noun,,,
매번,Adverb,날마다 | 나날 | 매일 | 수시 | 일상 | 늘 | 매양 | 번번이 | 언제나 | 항상,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
매부,Noun,매형,,
매수,Noun,뇌물을 주다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
매수,Noun,구매 | 구입 | 쇼핑 | 매입 | 사다,,동음이의어 있음
매양,Adverb,날마다 | 나날 | 매번 | 매일 | 수시 | 일상 | 늘 | 번번이 | 언제나 | 항상,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
매우,Adverb,크다 | 꽤 | 몹시 | 무척 | 아주 | 대 | 대단히,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
매우 많다,Adjective,허다하다 | 많다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
매음녀,Noun,매춘부 | 창녀,,
매일,Adverb,날마다 | 나날 | 매번 | 수시 | 일상 | 늘 | 매양 | 번번이 | 언제나 | 항상,,
매일반,Noun,마찬가지 | 피장파장 | 매한가지,,
매입,Noun,구매 | 구입 | 쇼핑 | 매수 | 사다,,
매장,Noun,,,
매점,Noun,시장 | 장,,
매제,Noun,,,
매주,Adverb,,,
매진,Noun,고갈 | 소모 | 동나다 | 매진되다 | 바닥나다 | 없애다 | 다 팔리다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
매진되다,Verb,매진 | 고갈 | 소모 | 동나다 | 바닥나다 | 없애다 | 다 팔리다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
매춘부,Noun,매음녀 | 창녀,,
매출,Noun,판매 | 매각 | 팔다,,
매출액,Noun,,,
매표소,Noun,,,
매한가지,Noun,마찬가지 | 피장파장 | 매일반,,
매형,Noun,매부,,
매혹,Noun,매력,,
맥,Noun,맥박,,
맥박,Noun,맥,,
맥없다,Adjective,,,
맥주,Noun,,,
맨,Determiner,일등 | 으뜸 | 제일 | 최고 | 가장 | 수석,,
맨몸,Noun,나체 | 알몸,나체의,동음이의어 있음
맨몸,Noun,가진 것이 없다,,동음이의어 있음
맨손,Noun,손,,
맵다,Adjective,,,
맵시,Noun,태,,
맹,Noun,실명,,
맹렬하다,Adjective,거세다 | 진하다 | 힘차다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
맹서,Noun,맹세,,
맹세,Noun,맹서,,
맹인,Noun,시각장애인,,동음이의어 있음
맹인,Noun,소경 | 장님 | 시각장애인,,동음이의어 있음
맹인학교,Noun,맹학교,,
맹학교,Noun,맹인학교,,
맺다,Verb,계약 | 예매 | 예약,,
머리,Noun,뇌 | 두뇌,,
머리카락,Noun,모발 | 두발 | 머리털,,
머리털,Noun,머리카락 | 모발 | 두발,,
머리핀,Noun,,,
머무르다,Verb,존재 | 체류 | 계시다 | 묵다,,
머무적거리다,Verb,망설이다 | 주저 | 머뭇거리다 | 서슴다,,
머뭇거리다,Verb,망설이다 | 주저 | 머무적거리다 | 서슴다,,
먹,Noun,먹을 갈다,,
먹구름,Noun,먹장구름,,
먹다,Verb,식사,,
먹을 갈다,Verb,먹,,
먹이다,Verb,,,
먹장구름,Noun,먹구름,,
먼 곳,Noun,먼데,,
먼데,Noun,먼 곳,,
먼동,Noun,,,
먼지,Noun,티끌,,
멀다,Adjective,멀리,,
멀리,Adverb,멀다,,
멀리하다,Verb,,,
멀미,Noun,메스껍다,,
멈추다,Verb,중지 | 끄다 | 그만 | 마르다 | 정지,,
멋,Noun,멋지다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
멋대로,Adverb,자유 | 임의 | 마구 | 마음껏 | 마음대로 | 제멋대로 | 함부로,,
멋쟁이,Noun,,,
멋지다,Adjective,멋,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
멍,Noun,멍들다,,
멍들다,Verb,멍,,
멍청이,Noun,멍청하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
멍청하다,Adjective,생각 없다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
멍청하다,Adjective,멍청이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
멍하니,Adverb,멍하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
멍하다,Adjective,멍하니,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
멎다,Verb,가만있다 | 멈추다,,
메,Noun,산 | 뫼,,
메기,Noun,,,
메뉴,Noun,차림표,,
메달,Noun,,,
메스껍다,Adjective,멀미,,
메우다,Verb,차다 | 가득차다,공간이,
메일,Noun,이메일 | 전자메일 | 전자우편,,
멕시코,Noun,,,
멧돼지,Noun,산돼지,,
며느리,Noun,아가 | 자부,,
며칠,Noun,,,
면,Noun,국수,,
면도,Noun,,,
면목 없다,Adjective,비겁하다,이; (같은 수어를 사용하는 어휘와 품사 다를 수 있음),
면세,Noun,,,
면역,Noun,,,
면접,Noun,,,
면제,Noun,거저 | 공것 | 공짜 | 무료 | 면하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
면하다,Verb,거저 | 공것 | 공짜 | 무료 | 면제,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
멸망,Noun,망하다 | 붕괴 | 쇠망 | 무너지다 | 부서지다 | 허물어지다 | 헐다,,
멸시,Noun,경멸 | 깔보다 | 업신여기다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
멸치,Noun,,,
명,Dependent Noun,이름 | 성명 | 성함,,
명년,Noun,내년 | 이듬해 | 다음해,,
명동,Noun,,,
명령,Noun,분부,,
명례궁,Noun,덕수궁 | 경운궁,,
명료하다,Adjective,명확하다 | 정확 | 똑똑하다 | 뚜렷하다 | 명백하다 | 분명하다 | 선명하다 | 확실하다 | 단연 | 역력하다 | 장장하다 | 틀림없이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
명목,Noun,까닭 | 뜻 | 의미 | 이유 | 이치 | 뜻하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
명목,Noun,구실 | 핑계,,동음이의어 있음
명백하다,Adjective,명확하다 | 정확 | 똑똑하다 | 뚜렷하다 | 명료하다 | 분명하다 | 선명하다 | 확실하다 | 단연 | 역력하다 | 장장하다 | 틀림없이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
명사,Noun,,,
명소,Noun,,,
명예,Noun,,,
명예 훼손,Noun,,,
명인,Noun,,,
명일,Noun,내일,,
명찰,Noun,,,
명태,Noun,북어 | 건태,,
명함,Noun,,,
명확하다,Adjective,정확 | 똑똑하다 | 뚜렷하다 | 명료하다 | 명백하다 | 분명하다 | 선명하다 | 확실하다 | 단연 | 역력하다 | 장장하다 | 틀림없이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
몇,Determiner,얼마 | 개수,,
몇 개월,Noun,개월,,
모금,Dependent Noun,,,
모기,Noun,,,
모나코,Noun,제자 | 사도 | 도제,,
모독,Noun,,,
모두,Adverb,온통 | 전부 | 전체 | 제반 | 모든 | 온 | 다 | 모조리 | 몽땅 | 죄다,,
모든,Determiner,모두 | 온통 | 전부 | 전체 | 제반 | 온 | 다 | 모조리 | 몽땅 | 죄다,,
모래,Noun,,,
모레,Noun,내일모레 | 이틀 | 이틀후,,
모로코,Noun,,,
모르는 척하다,Verb,시치미떼다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
모르다,Verb,,,
모르몬교,Noun,,,
모발,Noun,머리카락 | 두발 | 머리털,,
모방하다,Verb,닮다 | 모사 | 베끼다 | 본뜨다,,
모범,Noun,귀감 | 본받다,,
모범생,Noun,,,
모사,Noun,닮다 | 베끼다 | 본뜨다 | 모방하다,,
모세,Noun,,,
모순,Noun,,,
모습,Noun,꼴 | 모양 | 상태 | 상황 | 장면 | 형상 | 형용 | 형태,,
모양,Noun,모습 | 꼴 | 상태 | 상황 | 장면 | 형상 | 형용 | 형태,,
모욕,Noun,,,
모으다,Verb,합치다 | 집합 | 합 | 모이다 | 합하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
모이다,Verb,합치다 | 집합 | 합 | 모으다 | 합하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
모임,Noun,단체 | 그룹 | 부 | 부분 | 부서 | 서클 | 회 | 팀 | 동아리 | 무리,,
모자,Noun,,가족관계,
모자라다,Adjective,결손 | 결핍 | 부족 | 모자람,,
모자람,Noun,모자라다 | 결손 | 결핍 | 부족,,
모조리,Adverb,모두 | 온통 | 전부 | 전체 | 제반 | 모든 | 온 | 다 | 몽땅 | 죄다,,
모처럼,Adverb,오랜만 | 오래간만 | 오랫동안 | 오랜,,
모친,Noun,어머니 | 어미 | 엄마,,
모호,Adjective,애매하다 | 가물거리다 | 가물대다 | 불분명하다 | 막연하다 | 묘연하다 | 아물거리다 | 흐리다 | 희미하다 | 불확실 | 어렴풋이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
목,Noun,,,
목격,Noun,,,
목공,Noun,목수,,
목마르다,Adjective,갈증 | 목이 타다,,
목메다,Verb,,,
목사,Noun,,,
목소리,Noun,음성 | 발음 | 목청 | 언성 | 부르다,,
목수,Noun,목공,,
목숨,Noun,심호흡 | 호흡 | 공기 | 냄새 | 대기 | 생명 | 수 | 수명 | 숨 | 숨결 | 숨쉬다,,
목요일,Noun,,,
목욕,Noun,,,
목욕탕,Noun,,,
목이 타다,Adjective,갈증 | 목마르다,,
목자,Noun,,,
목장,Noun,목축장,,
목적,Noun,,,
목적지,Noun,,,
목차,Noun,순서 | 순번 | 순위 | 절차 | 차례 | 프로그램,,
목청,Noun,목소리 | 음성 | 발음 | 언성 | 부르다,,
목축장,Noun,목장,,
목탁,Noun,,,
목필,Noun,연필,,
몫,Noun,것 | 소유,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
몰다,Verb,내몰다,,
몰두,Noun,열중,,
몰려가다,Verb,몰려들다 | 쇄도,,
몰려들다,Verb,몰려가다 | 쇄도,,
몰아치다,Verb,,,
몰염치,Noun,철면피 | 후안 | 파렴치,,
몸,Noun,혼신 | 온몸 | 동체 | 몸뚱이 | 몸체 | 신체,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
몸가짐,Noun,몸동작 | 처신 | 태도,,
몸높이,Noun,키 | 신장 | 체고,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
몸동작,Noun,몸가짐 | 처신 | 태도,,
몸뚱이,Noun,혼신 | 온몸 | 몸 | 동체 | 몸체 | 신체,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
몸무게,Noun,체중,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
몸부림,Noun,발버둥질,,
몸살,Noun,,,
몸짓,Noun,,,
몸체,Noun,혼신 | 온몸 | 몸 | 동체 | 몸뚱이 | 신체,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
몹시,Adverb,크다 | 꽤 | 매우 | 무척 | 아주 | 대 | 대단히,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
못,Noun,연못 | 호수,,
못나다,Adjective,못생기다 | 추하다 | 밉다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
못되다,Adjective,나쁘다 | 악 | 악하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
못생기다,Adjective,못나다 | 추하다 | 밉다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
못하다,Verb,할 수 없다,,동음이의어 있음
못하다,Verb,잘못,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
몽골,Noun,,,
몽땅,Adverb,모두 | 온통 | 전부 | 전체 | 제반 | 모든 | 온 | 다 | 모조리 | 죄다,,
뫼,Noun,산 | 메,,
묘,Noun,산소 | 뫼 | 묘소 | 무덤,,
묘사,Noun,,,
묘소,Noun,산소 | 뫼 | 묘 | 무덤,,
묘연하다,Adjective,애매하다 | 가물거리다 | 가물대다 | 불분명하다 | 막연하다 | 아물거리다 | 흐리다 | 희미하다 | 모호 | 불확실 | 어렴풋이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
묘지,Noun,무덤,,
묘하다,Adjective,신기하다 | 교묘하다 | 오묘하다 | 이상,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
무,Noun,,,
무겁다,Adjective,묵직하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
무겁다,Adjective,부담 | 부담감 | 짐,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
무게,Noun,중량,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
무고,Noun,무사,,
무관심,Noun,내외 | 외면,,
무관하다,Adjective,관계없다 | 막론하다 | 상관없다 | 상관하지 않다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
무궁,Noun,영원 | 길이 | 불후 | 영구 | 영영,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
무궁무진,Noun,더미 | 무진장 | 산더미,,
무궁화,Noun,,,
무남독녀,Noun,외동딸 | 외딸,,
무너지다,Verb,내려앉다,,동음이의어 있음
무너지다,Verb,망하다 | 멸망 | 붕괴 | 쇠망 | 부서지다 | 허물어지다 | 헐다,,동음이의어 있음
무능력,Noun,무자격,,
무당,Noun,,,
무덤,Noun,산소 | 뫼 | 묘 | 묘소,,
무뚝뚝하다,Adjective,,,
무렵,Noun,때 | 경우 | 시기 | 시대 | 시절 | 즈음,,
무례,Noun,,,
무료,Noun,거저 | 공것 | 공짜 | 면제 | 면하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
무르다,Adjective,부드럽다 | 스펀지 | 말랑하다 | 물렁하다 | 보드랍다 | 유연하다 | 물렁물렁 | 말랑거리다 | 말랑대다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
무릅쓰다,Verb,마지못하다 | 불구하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
